stop_id,stop_name,route_id,route_long_name,route_short_name
7248961,"Benton Hall",5643,"U3 - Tollgate Loop","U3"
7248962,"High & University WB",5641,"U1 - Campus Core","U1"
7248962,"High & University WB",5643,"U3 - Tollgate Loop","U3"
7248963,"Uptown Park",5641,"U1 - Campus Core","U1"
7248963,"Uptown Park",5617,"U4 - Western Campus/North Loop","U4"
7248964,"High & Locust",5641,"U1 - Campus Core","U1"
7248965,"Taco Bell",5641,"U1 - Campus Core","U1"
7248966,"Kroger",5641,"U1 - Campus Core","U1"
7248966,"Kroger",5643,"U3 - Tollgate Loop","U3"
7248967,"Stewart Square",5641,"U1 - Campus Core","U1"
7248967,"Stewart Square",5643,"U3 - Tollgate Loop","U3"
7248968,"Spring & Main EB",5641,"U1 - Campus Core","U1"
7248968,"Spring & Main EB",5643,"U3 - Tollgate Loop","U3"
7248969,"Hanna House 2",5641,"U1 - Campus Core","U1"
7248969,"Hanna House 2",5643,"U3 - Tollgate Loop","U3"
7248970,"Goggin Center",5641,"U1 - Campus Core","U1"
7249293,"College Corner Pike and Westgate Drive NB",5641,"U1 - Campus Core","U1"
7249294,"CCP and Melanee N",5641,"U1 - Campus Core","U1"
7249295,"Walmart - Oxford",5641,"U1 - Campus Core","U1"
7249296,"CCP and Melanee S",5641,"U1 - Campus Core","U1"
7249297,"College Corner Pike and Westgate Drive SB",5641,"U1 - Campus Core","U1"
7249298,"Miami Station B",5641,"U1 - Campus Core","U1"
7249298,"Miami Station B",5643,"U3 - Tollgate Loop","U3"
7249542,"Campus & Walnut SB",5643,"U3 - Tollgate Loop","U3"
7249544,"College and Central",5643,"U3 - Tollgate Loop","U3"
7249545,"Foxfire Dr and College",5643,"U3 - Tollgate Loop","U3"
7249546,"Foxfire Dr and Locust",5643,"U3 - Tollgate Loop","U3"
7249547,"Wells Mill",5643,"U3 - Tollgate Loop","U3"
7250337,"Porter Hall",5617,"U4 - Western Campus/North Loop","U4"
7250338,"King Library",5617,"U4 - Western Campus/North Loop","U4"
7250339,"Main & Withrow NB",5617,"U4 - Western Campus/North Loop","U4"
7250340,"Withrow & College",5617,"U4 - Western Campus/North Loop","U4"
7250341,"Sycamore & College",5617,"U4 - Western Campus/North Loop","U4"
7250342,"Sycamore and Poplar",5617,"U4 - Western Campus/North Loop","U4"
7250344,"Sycamore & Tallawanda",5617,"U4 - Western Campus/North Loop","U4"
7250345,"Tallawanda and Church",5617,"U4 - Western Campus/North Loop","U4"
7250346,"Laws Hall",5617,"U4 - Western Campus/North Loop","U4"
7250347,"Art Museum",5617,"U4 - Western Campus/North Loop","U4"
7250348,"Western Lodge",5617,"U4 - Western Campus/North Loop","U4"
7250349,"Boyd Hall",5617,"U4 - Western Campus/North Loop","U4"
7250350,"Beechwoods Hall",5617,"U4 - Western Campus/North Loop","U4"
7250764,"Ditmer",5617,"U4 - Western Campus/North Loop","U4"
7250765,"Child Development Center",5617,"U4 - Western Campus/North Loop","U4"
7254950,"Bonita at Emerald Green Apts",5632,"Gold Line","GL"
7254973,"Mohawk St at Oneka Ave",5632,"Gold Line","GL"
7263001,"Sutphin St at Linden Ave",5620,"Blue Line","BL"
7416768,"Rec Center",5641,"U1 - Campus Core","U1"
7425246,"BCRTA Headquarters",5635,"R1 - Hamilton/Middletown Shuttle","R1"
7425246,"BCRTA Headquarters",5640,"R6 - Job Connector","R6 "
7425246,"BCRTA Headquarters",6067,"CincyLink","CL"
7425246,"BCRTA Headquarters",5638,"R3 - Oxford-Forest Park Connector","R3"
7428743,"Charles St at Tytus Ave",5633,"Green Line","GRL"
7770847,"Main & Eaton SB",5638,"R3 - Oxford-Forest Park Connector","R3"
7770848,"University & Grand SB",5638,"R3 - Oxford-Forest Park Connector","R3"
7771401,"University & Grand NB",5638,"R3 - Oxford-Forest Park Connector","R3"
8061285,"Tri County Parkway",5640,"R6 - Job Connector","R6 "
8061286,"TJ MAX",5640,"R6 - Job Connector","R6 "
8061287,"495 E Kemper Rd,5640,"R6 - Job Connector","R6 "
8082477,"West Millet Parking Lot",5617,"U4 - Western Campus/North Loop","U4"
8082478,"Millett ",5617,"U4 - Western Campus/North Loop","U4"
8584458,"Washington and Central",5640,"R6 - Job Connector","R6 "
8584845,"Hanover and East",5640,"R6 - Job Connector","R6 "
8595103,"Meijer - West Chester Township",6067,"CincyLink","CL"
8595105,"Martin Luther King Dr & Burnet Ave EB",6067,"CincyLink","CL"
8595106,"Government Square Area D",6067,"CincyLink","CL"
8649946,"Pleasant Ave & Hill SB",5638,"R3 - Oxford-Forest Park Connector","R3"
9067076,"Government Square Area H",6067,"CincyLink","CL"
9067078,"Martin Luther King Dr & Eden Ave WB",6067,"CincyLink","CL"
9067742,"Martin Luther King Dr & Jefferson Ave WB",6067,"CincyLink","CL"
9067743,"Martin Luther King Dr & Bishop St WB",6067,"CincyLink","CL"
9068311,"Martin Luther King Dr & Bishop St EB",6067,"CincyLink","CL"
9068312,"Martin Luther King Dr & Jefferson Ave EB",6067,"CincyLink","CL"
9068314,"Martin Luther King Dr & Eden Ave EB",6067,"CincyLink","CL"
9123554,"Five Guys",5640,"R6 - Job Connector","R6 "
9126323,"MLK Dr & Burnet Ave WB",6067,"CincyLink","CL"
9164494,"Bavarian St at Central Ave",5636,"Red Line","RL"
9164495,"Manchester Ave at Charles St",5632,"Gold Line","GL"
9164495,"Manchester Ave at Charles St",5620,"Blue Line","BL"
9164495,"Manchester Ave at Charles St",5636,"Red Line","RL"
9164501,"Curtis St at Reynolds Ave",5633,"Green Line","GRL"
9164501,"Curtis St at Reynolds Ave",5636,"Red Line","RL"
9164616,"Main St at Pinta Ave SB",5633,"Green Line","GRL"
9164616,"Main St at Pinta Ave SB",5635,"R1 - Hamilton/Middletown Shuttle","R1"
9164617,"Main St at Moose Lodge SB",5633,"Green Line","GRL"
9164617,"Main St at Moose Lodge SB",5635,"R1 - Hamilton/Middletown Shuttle","R1"
9221360,"S 2nd St & Long St",5640,"R6 - Job Connector","R6 "
9221865,"Forest Hills Dr & N Breiel Blvd",5636,"Red Line","RL"
9355648,"From Riverfront Transit Center",6067,"CincyLink","CL"
9357242,"To Riverfront Transit Center",6067,"CincyLink","CL"
9637114,"Shafor St at Elmo Pl",5636,"Red Line","RL"
9637115,"130 N Breiel Blvd",5636,"Red Line","RL"
9637116,"Towne Blvd at Village Dr",5620,"Blue Line","BL"
9637494,"Market Ave at Union Rd",5636,"Red Line","RL"
9637496,"Main and Oxford State (Dad's Restaurant) SB",5635,"R1 - Hamilton/Middletown Shuttle","R1"
9637557,"Jewell Ave at Scott St",5633,"Green Line","GRL"
9637558,"Wilbraham Rd at Eldora Dr",5633,"Green Line","GRL"
9713824,"Verity Pkwy at Columbia Ave",5633,"Green Line","GRL"
9713824,"Verity Pkwy at Columbia Ave",5620,"Blue Line","BL"
9714055,"Roosevelt Blvd at Wicoff St",5632,"Gold Line","GL"
9718537,"Roosevelt Blvd at Orchard St",5632,"Gold Line","GL"
9737000,"Crawford St at First Ave (Red)",5636,"Red Line","RL"
9824150,"1200 Verity Pkwy",5633,"Green Line","GRL"
9824150,"1200 Verity Pkwy",5635,"R1 - Hamilton/Middletown Shuttle","R1"
9824723,"Dixie Hwy & Donald SB",5638,"R3 - Oxford-Forest Park Connector","R3"
9825084,"Forest Park Park & Ride",5638,"R3 - Oxford-Forest Park Connector","R3"
