route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
79372,296.0.2,5499660,Poplar Grove (400 S + Redwood Rd),,0,1186433,236888,1,1
79372,296.0.2,5499654,Poplar Grove (400 S + Redwood Rd),,0,1189061,236888,2,2
79372,296.0.2,5499651,Poplar Grove (400 S + Redwood Rd),,0,1186435,236888,1,1
79372,296.0.2,5499661,Poplar Grove (400 S + Redwood Rd),,0,1186432,236888,1,1
79372,296.0.2,5499649,Poplar Grove (400 S + Redwood Rd),,0,1189062,236888,2,2
79372,296.0.2,5499650,Poplar Grove (400 S + Redwood Rd),,0,1186433,236888,1,1
79372,296.0.2,5499662,Poplar Grove (400 S + Redwood Rd),,0,1189061,236888,2,2
79372,296.0.2,5499648,Poplar Grove (400 S + Redwood Rd),,0,1186435,236888,1,1
79372,296.0.2,5499647,Poplar Grove (400 S + Redwood Rd),,0,1186432,236888,1,1
79372,296.0.2,5499655,Poplar Grove (400 S + Redwood Rd),,0,1186434,236888,1,1
79372,296.0.2,5499652,Poplar Grove (400 S + Redwood Rd),,0,1186433,236888,1,1
79372,296.0.2,5499653,Poplar Grove (400 S + Redwood Rd),,0,1186431,236888,1,1
79372,296.0.2,5499656,Poplar Grove (400 S + Redwood Rd),,0,1186435,236888,1,1
79372,296.0.2,5499657,Poplar Grove (400 S + Redwood Rd),,0,1186432,236888,1,1
79372,296.0.2,5499658,Poplar Grove (400 S + Redwood Rd),,0,1186434,236888,1,1
79372,296.0.2,5499659,Poplar Grove (400 S + Redwood Rd),,0,1186433,236888,1,1
79372,296.0.2,5499673,Olympus Cove P+R,,1,1189061,236889,2,2
79372,296.0.2,5499676,Olympus Cove P+R,,1,1186435,236889,1,1
79372,296.0.2,5499667,Olympus Cove P+R,,1,1186432,236889,1,1
79372,296.0.2,5499670,Olympus Cove P+R,,1,1189062,236889,2,2
79372,296.0.2,5499677,Olympus Cove P+R,,1,1186433,236889,1,1
79372,296.0.2,5499665,Olympus Cove P+R,,1,1189061,236889,2,2
79372,296.0.2,5499671,Olympus Cove P+R,,1,1186435,236889,1,1
79372,296.0.2,5499678,Olympus Cove P+R,,1,1186432,236889,1,1
79372,296.0.2,5499663,Olympus Cove P+R,,1,1186434,236889,1,1
79372,296.0.2,5499672,Olympus Cove P+R,,1,1186433,236889,1,1
79372,296.0.2,5499668,Olympus Cove P+R,,1,1186431,236889,1,1
79372,296.0.2,5499669,Olympus Cove P+R,,1,1186435,236889,1,1
79372,296.0.2,5499664,Olympus Cove P+R,,1,1186432,236889,1,1
79372,296.0.2,5499666,Olympus Cove P+R,,1,1186434,236889,1,1
79372,296.0.2,5499674,Olympus Cove P+R,,1,1186433,236889,1,1
79372,296.0.2,5499675,Olympus Cove P+R,,1,1186431,236889,1,1
41354,296.0.2,5499780,International Center - 1940 West Station,,0,1188795,236890,1,1
41354,296.0.2,5499778,International Center - 1940 West Station,,0,1186458,236890,1,1
41354,296.0.2,5499779,International Center - 1940 West Station,,0,1186410,236890,1,1
41354,296.0.2,5499781,International Center - 1940 West Station,,0,1186458,236890,1,1
41354,296.0.2,5499777,International Center - 1940 West Station,,0,1186459,236890,1,1
41354,296.0.2,5499776,International Center - 1940 West Station,,0,1186460,236890,1,1
45409,296.0.2,5499854,U of U (Union Building),,0,1189057,236891,2,2
45409,296.0.2,5499855,U of U (Union Building),,0,1189060,236891,2,2
45409,296.0.2,5499856,U of U (Union Building),,0,1186576,236891,1,1
45409,296.0.2,5499857,U of U (Union Building),,0,1189055,236891,2,2
45409,296.0.2,5499822,U of U (Union Building),,0,1189058,236891,2,2
45409,296.0.2,5499826,U of U (Union Building),,0,1188997,236891,1,1
45409,296.0.2,5499818,U of U (Union Building),,0,1188998,236891,1,1
45409,296.0.2,5499827,U of U (Union Building),,0,1188999,236891,1,1
45409,296.0.2,5499808,U of U (Union Building),,0,1189056,236891,2,2
45409,296.0.2,5499828,U of U (Union Building),,0,1189001,236891,1,1
45409,296.0.2,5499804,U of U (Union Building),,0,1186873,236891,1,1
45409,296.0.2,5499829,U of U (Union Building),,0,1186587,236891,1,1
45409,296.0.2,5499810,U of U (Union Building),,0,1189057,236891,2,2
45409,296.0.2,5499830,U of U (Union Building),,0,1189004,236891,1,1
45409,296.0.2,5499823,U of U (Union Building),,0,1188993,236891,1,1
45409,296.0.2,5499831,U of U (Union Building),,0,1189005,236891,1,1
45409,296.0.2,5499815,U of U (Union Building),,0,1189006,236891,1,1
45409,296.0.2,5499832,U of U (Union Building),,0,1188994,236891,1,1
45409,296.0.2,5499807,U of U (Union Building),,0,1189063,236891,2,2
45409,296.0.2,5499833,U of U (Union Building),,0,1189055,236891,2,2
45409,296.0.2,5499801,U of U (Union Building),,0,1189008,236891,1,1
45409,296.0.2,5499834,U of U (Union Building),,0,1189058,236891,2,2
45409,296.0.2,5499814,U of U (Union Building),,0,1188997,236891,1,1
45409,296.0.2,5499835,U of U (Union Building),,0,1188998,236891,1,1
45409,296.0.2,5499821,U of U (Union Building),,0,1188999,236891,1,1
45409,296.0.2,5499836,U of U (Union Building),,0,1189056,236891,2,2
45409,296.0.2,5499817,U of U (Union Building),,0,1189001,236891,1,1
45409,296.0.2,5499837,U of U (Union Building),,0,1189002,236891,1,1
45409,296.0.2,5499809,U of U (Union Building),,0,1186587,236891,1,1
45409,296.0.2,5499838,U of U (Union Building),,0,1188992,236891,1,1
45409,296.0.2,5499802,U of U (Union Building),,0,1189004,236891,1,1
45409,296.0.2,5499839,U of U (Union Building),,0,1188993,236891,1,1
45409,296.0.2,5499813,U of U (Union Building),,0,1189005,236891,1,1
45409,296.0.2,5499840,U of U (Union Building),,0,1189006,236891,1,1
45409,296.0.2,5499820,U of U (Union Building),,0,1188994,236891,1,1
45409,296.0.2,5499841,U of U (Union Building),,0,1189007,236891,1,1
45409,296.0.2,5499819,U of U (Union Building),,0,1188995,236891,1,1
45409,296.0.2,5499842,U of U (Union Building),,0,1189008,236891,1,1
45409,296.0.2,5499806,U of U (Union Building),,0,1188996,236891,1,1
45409,296.0.2,5499843,U of U (Union Building),,0,1188997,236891,1,1
45409,296.0.2,5499800,U of U (Union Building),,0,1188998,236891,1,1
45409,296.0.2,5499844,U of U (Union Building),,0,1188999,236891,1,1
45409,296.0.2,5499811,U of U (Union Building),,0,1189000,236891,1,1
45409,296.0.2,5499845,U of U (Union Building),,0,1189001,236891,1,1
45409,296.0.2,5499825,U of U (Union Building),,0,1189002,236891,1,1
45409,296.0.2,5499846,U of U (Union Building),,0,1189047,236891,2,2
45409,296.0.2,5499816,U of U (Union Building),,0,1188992,236891,1,1
45409,296.0.2,5499847,U of U (Union Building),,0,1189049,236891,2,2
45409,296.0.2,5499858,U of U (Union Building),,0,1188993,236891,1,1
45409,296.0.2,5499848,U of U (Union Building),,0,1189005,236891,1,1
45409,296.0.2,5499803,U of U (Union Building),,0,1189006,236891,1,1
45409,296.0.2,5499849,U of U (Union Building),,0,1188994,236891,1,1
45409,296.0.2,5499812,U of U (Union Building),,0,1189007,236891,1,1
45409,296.0.2,5499850,U of U (Union Building),,0,1188995,236891,1,1
45409,296.0.2,5499824,U of U (Union Building),,0,1189050,236891,2,2
45409,296.0.2,5499853,U of U (Union Building),,0,1188996,236891,1,1
45409,296.0.2,5499859,U of U (Union Building),,0,1188997,236891,1,1
45409,296.0.2,5499851,U of U (Union Building),,0,1188999,236891,1,1
45409,296.0.2,5499805,U of U (Union Building),,0,1189001,236891,1,1
45409,296.0.2,5499852,U of U (Union Building),,0,1189047,236891,2,2
45409,296.0.2,5499860,U of U (Union Building),,0,1189049,236891,2,2
45409,296.0.2,5499861,U of U (Union Building),,0,1186815,236891,1,1
45409,296.0.2,5499862,U of U (Union Building),,0,1186618,236891,1,1
45409,296.0.2,5499863,U of U (Union Building),,0,1186603,236891,1,1
45409,296.0.2,5499864,U of U (Union Building),,0,1189050,236891,2,2
45409,296.0.2,5499865,U of U (Union Building),,0,1188990,236891,1,1
45409,296.0.2,5499866,U of U (Union Building),,0,1186742,236891,1,1
45409,296.0.2,5499922,Poplar Grove (Orange St),,1,1189056,236892,2,2
45409,296.0.2,5499923,Poplar Grove (Orange St),,1,1186873,236892,1,1
45409,296.0.2,5499924,Poplar Grove (Orange St),,1,1189057,236892,2,2
45409,296.0.2,5499925,Poplar Grove (Orange St),,1,1189060,236892,2,2
45409,296.0.2,5499926,Poplar Grove (Orange St),,1,1186576,236892,1,1
45409,296.0.2,5499893,Poplar Grove (Orange St),,1,1189063,236892,2,2
45409,296.0.2,5499887,Poplar Grove (Orange St),,1,1189055,236892,2,2
45409,296.0.2,5499906,Poplar Grove (Orange St),,1,1189008,236892,1,1
45409,296.0.2,5499881,Poplar Grove (Orange St),,1,1189058,236892,2,2
45409,296.0.2,5499894,Poplar Grove (Orange St),,1,1188997,236892,1,1
45409,296.0.2,5499890,Poplar Grove (Orange St),,1,1188998,236892,1,1
45409,296.0.2,5499907,Poplar Grove (Orange St),,1,1188999,236892,1,1
45409,296.0.2,5499884,Poplar Grove (Orange St),,1,1189056,236892,2,2
45409,296.0.2,5499895,Poplar Grove (Orange St),,1,1189001,236892,1,1
45409,296.0.2,5499873,Poplar Grove (Orange St),,1,1186873,236892,1,1
45409,296.0.2,5499908,Poplar Grove (Orange St),,1,1186587,236892,1,1
45409,296.0.2,5499867,Poplar Grove (Orange St),,1,1189057,236892,2,2
45409,296.0.2,5499896,Poplar Grove (Orange St),,1,1189004,236892,1,1
45409,296.0.2,5499882,Poplar Grove (Orange St),,1,1188993,236892,1,1
45409,296.0.2,5499909,Poplar Grove (Orange St),,1,1189005,236892,1,1
45409,296.0.2,5499889,Poplar Grove (Orange St),,1,1189006,236892,1,1
45409,296.0.2,5499897,Poplar Grove (Orange St),,1,1188994,236892,1,1
45409,296.0.2,5499886,Poplar Grove (Orange St),,1,1189063,236892,2,2
45409,296.0.2,5499910,Poplar Grove (Orange St),,1,1189055,236892,2,2
45409,296.0.2,5499876,Poplar Grove (Orange St),,1,1189008,236892,1,1
45409,296.0.2,5499898,Poplar Grove (Orange St),,1,1189058,236892,2,2
45409,296.0.2,5499870,Poplar Grove (Orange St),,1,1188997,236892,1,1
45409,296.0.2,5499911,Poplar Grove (Orange St),,1,1188998,236892,1,1
45409,296.0.2,5499878,Poplar Grove (Orange St),,1,1188999,236892,1,1
45409,296.0.2,5499899,Poplar Grove (Orange St),,1,1189000,236892,1,1
45409,296.0.2,5499891,Poplar Grove (Orange St),,1,1189001,236892,1,1
45409,296.0.2,5499912,Poplar Grove (Orange St),,1,1189002,236892,1,1
45409,296.0.2,5499885,Poplar Grove (Orange St),,1,1186587,236892,1,1
45409,296.0.2,5499900,Poplar Grove (Orange St),,1,1188992,236892,1,1
45409,296.0.2,5499872,Poplar Grove (Orange St),,1,1189004,236892,1,1
45409,296.0.2,5499913,Poplar Grove (Orange St),,1,1188993,236892,1,1
45409,296.0.2,5499869,Poplar Grove (Orange St),,1,1189005,236892,1,1
45409,296.0.2,5499901,Poplar Grove (Orange St),,1,1189006,236892,1,1
45409,296.0.2,5499879,Poplar Grove (Orange St),,1,1188994,236892,1,1
45409,296.0.2,5499914,Poplar Grove (Orange St),,1,1189007,236892,1,1
45409,296.0.2,5499892,Poplar Grove (Orange St),,1,1188995,236892,1,1
45409,296.0.2,5499902,Poplar Grove (Orange St),,1,1189008,236892,1,1
45409,296.0.2,5499883,Poplar Grove (Orange St),,1,1188996,236892,1,1
45409,296.0.2,5499915,Poplar Grove (Orange St),,1,1188997,236892,1,1
45409,296.0.2,5499877,Poplar Grove (Orange St),,1,1188998,236892,1,1
45409,296.0.2,5499903,Poplar Grove (Orange St),,1,1188999,236892,1,1
45409,296.0.2,5499871,Poplar Grove (Orange St),,1,1189000,236892,1,1
45409,296.0.2,5499916,Poplar Grove (Orange St),,1,1189001,236892,1,1
45409,296.0.2,5499880,Poplar Grove (Orange St),,1,1189002,236892,1,1
45409,296.0.2,5499904,Poplar Grove (Orange St),,1,1189047,236892,2,2
45409,296.0.2,5499888,Poplar Grove (Orange St),,1,1188992,236892,1,1
45409,296.0.2,5499917,Poplar Grove (Orange St),,1,1189049,236892,2,2
45409,296.0.2,5499927,Poplar Grove (Orange St),,1,1188993,236892,1,1
45409,296.0.2,5499905,Poplar Grove (Orange St),,1,1189005,236892,1,1
45409,296.0.2,5499874,Poplar Grove (Orange St),,1,1189006,236892,1,1
45409,296.0.2,5499918,Poplar Grove (Orange St),,1,1188994,236892,1,1
45409,296.0.2,5499868,Poplar Grove (Orange St),,1,1189007,236892,1,1
45409,296.0.2,5499919,Poplar Grove (Orange St),,1,1189050,236892,2,2
45409,296.0.2,5499928,Poplar Grove (Orange St),,1,1188997,236892,1,1
45409,296.0.2,5499920,Poplar Grove (Orange St),,1,1188999,236892,1,1
45409,296.0.2,5499875,Poplar Grove (Orange St),,1,1186742,236892,1,1
45409,296.0.2,5499921,Poplar Grove (Orange St),,1,1189047,236892,2,2
45409,296.0.2,5499929,Poplar Grove (Orange St),,1,1189049,236892,2,2
45409,296.0.2,5499930,Poplar Grove (Orange St),,1,1186815,236892,1,1
45409,296.0.2,5499931,Poplar Grove (Orange St),,1,1186618,236892,1,1
45409,296.0.2,5499932,Poplar Grove (Orange St),,1,1186603,236892,1,1
45409,296.0.2,5499933,Poplar Grove (Orange St),,1,1189050,236892,2,2
2003,296.0.2,5500170,University Hospital,,0,1186540,236893,1,1
2003,296.0.2,5500171,University Hospital,,0,1186539,236893,1,1
2003,296.0.2,5500169,University Hospital,,0,1186541,236893,1,1
2003,296.0.2,5500165,University Hospital,,0,1186540,236893,1,1
2003,296.0.2,5500166,University Hospital,,0,1186539,236893,1,1
2003,296.0.2,5500172,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500164,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500173,University Hospital,,0,1186540,236893,1,1
2003,296.0.2,5500167,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500174,University Hospital,,0,1186539,236893,1,1
2003,296.0.2,5500154,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500175,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500145,University Hospital,,0,1186540,236893,1,1
2003,296.0.2,5500176,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500136,University Hospital,,0,1186539,236893,1,1
2003,296.0.2,5500177,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500146,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500178,University Hospital,,0,1186540,236893,1,1
2003,296.0.2,5500137,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500179,University Hospital,,0,1186539,236893,1,1
2003,296.0.2,5500147,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500180,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500138,University Hospital,,0,1186540,236893,1,1
2003,296.0.2,5500181,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500148,University Hospital,,0,1186539,236893,1,1
2003,296.0.2,5500182,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500139,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500183,University Hospital,,0,1186538,236893,1,1
2003,296.0.2,5500149,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500184,University Hospital,,0,1186537,236893,1,1
2003,296.0.2,5500140,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500185,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500150,University Hospital,,0,1186538,236893,1,1
2003,296.0.2,5500186,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500141,University Hospital,,0,1186537,236893,1,1
2003,296.0.2,5500187,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500151,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500188,University Hospital,,0,1186538,236893,1,1
2003,296.0.2,5500142,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500189,University Hospital,,0,1186537,236893,1,1
2003,296.0.2,5500152,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500190,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500143,University Hospital,,0,1186538,236893,1,1
2003,296.0.2,5500191,University Hospital,,0,1186459,236893,1,1
2003,296.0.2,5500153,University Hospital,,0,1186537,236893,1,1
2003,296.0.2,5500192,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500144,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500193,University Hospital,,0,1186538,236893,1,1
2003,296.0.2,5500157,University Hospital,,0,1186534,236893,1,1
2003,296.0.2,5500194,University Hospital,,0,1186537,236893,1,1
2003,296.0.2,5500155,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500195,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500158,University Hospital,,0,1186538,236893,1,1
2003,296.0.2,5500196,University Hospital,,0,1186534,236893,1,1
2003,296.0.2,5500156,University Hospital,,0,1186537,236893,1,1
2003,296.0.2,5500197,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500159,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500198,University Hospital,,0,1186534,236893,1,1
2003,296.0.2,5500160,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500199,University Hospital,,0,1186536,236893,1,1
2003,296.0.2,5500161,University Hospital,,0,1186534,236893,1,1
2003,296.0.2,5500200,University Hospital,,0,1186535,236893,1,1
2003,296.0.2,5500162,University Hospital,,0,1186615,236893,1,1
2003,296.0.2,5500201,University Hospital,,0,1186534,236893,1,1
2003,296.0.2,5500163,University Hospital,,0,1186542,236893,1,1
2003,296.0.2,5500202,University Hospital,,0,1186615,236893,1,1
2003,296.0.2,5500168,University Hospital,,0,1186534,236893,1,1
2003,296.0.2,5500238,Salt Lake Central Station,,1,1186540,236895,1,1
2003,296.0.2,5500237,Salt Lake Central Station,,1,1186539,236895,1,1
2003,296.0.2,5500234,Salt Lake Central Station,,1,1186541,236895,1,1
2003,296.0.2,5500231,Salt Lake Central Station,,1,1186540,236895,1,1
2003,296.0.2,5500233,Salt Lake Central Station,,1,1186539,236895,1,1
2003,296.0.2,5500239,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500230,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500240,Salt Lake Central Station,,1,1186540,236895,1,1
2003,296.0.2,5500232,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500241,Salt Lake Central Station,,1,1186539,236895,1,1
2003,296.0.2,5500221,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500242,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500220,Salt Lake Central Station,,1,1186540,236895,1,1
2003,296.0.2,5500243,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500211,Salt Lake Central Station,,1,1186539,236895,1,1
2003,296.0.2,5500244,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500219,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500245,Salt Lake Central Station,,1,1186540,236895,1,1
2003,296.0.2,5500210,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500246,Salt Lake Central Station,,1,1186539,236895,1,1
2003,296.0.2,5500218,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500247,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500209,Salt Lake Central Station,,1,1186540,236895,1,1
2003,296.0.2,5500248,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500217,Salt Lake Central Station,,1,1186539,236895,1,1
2003,296.0.2,5500249,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500208,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500250,Salt Lake Central Station,,1,1186538,236895,1,1
2003,296.0.2,5500216,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500251,Salt Lake Central Station,,1,1186537,236895,1,1
2003,296.0.2,5500207,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500252,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500215,Salt Lake Central Station,,1,1186538,236895,1,1
2003,296.0.2,5500253,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500206,Salt Lake Central Station,,1,1186537,236895,1,1
2003,296.0.2,5500254,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500214,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500255,Salt Lake Central Station,,1,1186538,236895,1,1
2003,296.0.2,5500205,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500256,Salt Lake Central Station,,1,1186537,236895,1,1
2003,296.0.2,5500213,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500257,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500204,Salt Lake Central Station,,1,1186538,236895,1,1
2003,296.0.2,5500258,Salt Lake Central Station,,1,1186459,236895,1,1
2003,296.0.2,5500212,Salt Lake Central Station,,1,1186537,236895,1,1
2003,296.0.2,5500259,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500203,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500260,Salt Lake Central Station,,1,1186538,236895,1,1
2003,296.0.2,5500229,Salt Lake Central Station,,1,1186534,236895,1,1
2003,296.0.2,5500261,Salt Lake Central Station,,1,1186537,236895,1,1
2003,296.0.2,5500227,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500262,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500228,Salt Lake Central Station,,1,1186538,236895,1,1
2003,296.0.2,5500263,Salt Lake Central Station,,1,1186534,236895,1,1
2003,296.0.2,5500236,Salt Lake Central Station,,1,1186537,236895,1,1
2003,296.0.2,5500264,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500226,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500265,Salt Lake Central Station,,1,1186534,236895,1,1
2003,296.0.2,5500225,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500266,Salt Lake Central Station,,1,1186536,236895,1,1
2003,296.0.2,5500224,Salt Lake Central Station,,1,1186534,236895,1,1
2003,296.0.2,5500267,Salt Lake Central Station,,1,1186535,236895,1,1
2003,296.0.2,5500223,Salt Lake Central Station,,1,1186615,236895,1,1
2003,296.0.2,5500268,Salt Lake Central Station,,1,1186534,236895,1,1
2003,296.0.2,5500222,Salt Lake Central Station,,1,1186542,236895,1,1
2003,296.0.2,5500269,Salt Lake Central Station,,1,1186615,236895,1,1
2003,296.0.2,5500235,Salt Lake Central Station,,1,1186534,236895,1,1
87708,296.0.2,5500490,University Hospital,,0,1189055,236897,2,2
87708,296.0.2,5500491,University Hospital,,0,1189058,236897,2,2
87708,296.0.2,5500492,University Hospital,,0,1186575,236897,1,1
87708,296.0.2,5500493,University Hospital,,0,1189056,236897,2,2
87708,296.0.2,5500494,University Hospital,,0,1186873,236897,1,1
87708,296.0.2,5500495,University Hospital,,0,1186587,236897,1,1
87708,296.0.2,5500496,University Hospital,,0,1189057,236897,2,2
87708,296.0.2,5500497,University Hospital,,0,1189004,236897,1,1
87708,296.0.2,5500498,University Hospital,,0,1188993,236897,1,1
87708,296.0.2,5500499,University Hospital,,0,1189005,236897,1,1
87708,296.0.2,5500500,University Hospital,,0,1189006,236897,1,1
87708,296.0.2,5500501,University Hospital,,0,1188994,236897,1,1
87708,296.0.2,5500502,University Hospital,,0,1189063,236897,2,2
87708,296.0.2,5500503,University Hospital,,0,1189055,236897,2,2
87708,296.0.2,5500504,University Hospital,,0,1189008,236897,1,1
87708,296.0.2,5500505,University Hospital,,0,1189058,236897,2,2
87708,296.0.2,5500506,University Hospital,,0,1188997,236897,1,1
87708,296.0.2,5500507,University Hospital,,0,1188998,236897,1,1
87708,296.0.2,5500508,University Hospital,,0,1188999,236897,1,1
87708,296.0.2,5500509,University Hospital,,0,1189056,236897,2,2
87708,296.0.2,5500510,University Hospital,,0,1189001,236897,1,1
87708,296.0.2,5500511,University Hospital,,0,1189002,236897,1,1
87708,296.0.2,5500512,University Hospital,,0,1186587,236897,1,1
87708,296.0.2,5500513,University Hospital,,0,1189057,236897,2,2
87708,296.0.2,5500514,University Hospital,,0,1189004,236897,1,1
87708,296.0.2,5500515,University Hospital,,0,1188993,236897,1,1
87708,296.0.2,5500516,University Hospital,,0,1189005,236897,1,1
87708,296.0.2,5500517,University Hospital,,0,1189006,236897,1,1
87708,296.0.2,5500518,University Hospital,,0,1188994,236897,1,1
87708,296.0.2,5500519,University Hospital,,0,1189063,236897,2,2
87708,296.0.2,5500520,University Hospital,,0,1188995,236897,1,1
87708,296.0.2,5500521,University Hospital,,0,1189008,236897,1,1
87708,296.0.2,5500522,University Hospital,,0,1188996,236897,1,1
87708,296.0.2,5500523,University Hospital,,0,1188997,236897,1,1
87708,296.0.2,5500524,University Hospital,,0,1188998,236897,1,1
87708,296.0.2,5500525,University Hospital,,0,1188999,236897,1,1
87708,296.0.2,5500526,University Hospital,,0,1189000,236897,1,1
87708,296.0.2,5500527,University Hospital,,0,1189001,236897,1,1
87708,296.0.2,5500528,University Hospital,,0,1189002,236897,1,1
87708,296.0.2,5500529,University Hospital,,0,1186587,236897,1,1
87708,296.0.2,5500530,University Hospital,,0,1188992,236897,1,1
87708,296.0.2,5500531,University Hospital,,0,1189004,236897,1,1
87708,296.0.2,5500532,University Hospital,,0,1188993,236897,1,1
87708,296.0.2,5500533,University Hospital,,0,1189005,236897,1,1
87708,296.0.2,5500534,University Hospital,,0,1189006,236897,1,1
87708,296.0.2,5500535,University Hospital,,0,1188994,236897,1,1
87708,296.0.2,5500536,University Hospital,,0,1189007,236897,1,1
87708,296.0.2,5500537,University Hospital,,0,1188995,236897,1,1
87708,296.0.2,5500538,University Hospital,,0,1189050,236897,2,2
87708,296.0.2,5500539,University Hospital,,0,1188996,236897,1,1
87708,296.0.2,5500540,University Hospital,,0,1188997,236897,1,1
87708,296.0.2,5500541,University Hospital,,0,1188998,236897,1,1
87708,296.0.2,5500542,University Hospital,,0,1188999,236897,1,1
87708,296.0.2,5500543,University Hospital,,0,1189000,236897,1,1
87708,296.0.2,5500544,University Hospital,,0,1189001,236897,1,1
87708,296.0.2,5500545,University Hospital,,0,1189002,236897,1,1
87708,296.0.2,5500546,University Hospital,,0,1189047,236897,2,2
87708,296.0.2,5500547,University Hospital,,0,1188992,236897,1,1
87708,296.0.2,5500548,University Hospital,,0,1189049,236897,2,2
87708,296.0.2,5500549,University Hospital,,0,1186815,236897,1,1
87708,296.0.2,5500550,University Hospital,,0,1189006,236897,1,1
87708,296.0.2,5500551,University Hospital,,0,1189007,236897,1,1
87708,296.0.2,5500552,University Hospital,,0,1189050,236897,2,2
87708,296.0.2,5500553,University Hospital,,0,1188990,236897,1,1
87708,296.0.2,5500554,University Hospital,,0,1186742,236897,1,1
87708,296.0.2,5500555,University Hospital,,0,1189047,236897,2,2
87708,296.0.2,5500556,University Hospital,,0,1189049,236897,2,2
87708,296.0.2,5500557,University Hospital,,0,1186815,236897,1,1
87708,296.0.2,5500558,Poplar Grove (Orange St),,1,1189055,236898,2,2
87708,296.0.2,5500559,Poplar Grove (Orange St),,1,1189058,236898,2,2
87708,296.0.2,5500560,Poplar Grove (Orange St),,1,1186575,236898,1,1
87708,296.0.2,5500561,Poplar Grove (Orange St),,1,1189056,236898,2,2
87708,296.0.2,5500562,Poplar Grove (Orange St),,1,1189001,236898,1,1
87708,296.0.2,5500563,Poplar Grove (Orange St),,1,1186873,236898,1,1
